기준연도,사업자등록번호,회계년도,생애주기_최종,생애주기_점수,부실라벨_ICR3년
2015,1018669422,2015,도입기,81.4,0
2015,1048163174,2015,성숙기,4.9,0
2015,1048174929,2015,성숙기,4.9,0
2015,1048179924,2015,조정기,39.5,0
2015,1048613169,2015,성장기,0.0,0
2015,1058128957,2015,조정기,39.5,0
2015,1068164183,2015,쇠퇴기,100.0,0
2015,1078111563,2015,성숙기,4.9,0
2015,1078112956,2014,도입기,81.4,1
2015,1078113810,2014,쇠퇴기,100.0,1
2015,1078117607,2015,성숙기,4.9,0
2015,1078118697,2015,성숙기,4.9,0
2015,1078131725,2015,조정기,39.5,0
2015,1078134004,2015,조정기,39.5,0
2015,1078148060,2015,성숙기,4.9,0
2015,1078149905,2015,성장기,0.0,0
2015,1078154596,2015,성장기,0.0,0
2015,1078156686,2015,성숙기,4.9,0
2015,1078158248,2015,쇠퇴기,100.0,0
2015,1078627546,2015,성숙기,4.9,0
2015,1078651653,2015,조정기,39.5,0
2015,1078672740,2015,성숙기,4.9,0
2015,1078680804,2015,성숙기,4.9,0
2015,1078690001,2015,조정기,39.5,0
2015,1078737401,2015,성숙기,4.9,0
2015,1088121915,2013,도입기,81.4,0
2015,1098137201,2015,성숙기,4.9,0
2015,1098172120,2015,성숙기,4.9,0
2015,1138106798,2015,성숙기,4.9,0
2015,1138107346,2015,성장기,0.0,0
2015,1138107365,2014,성숙기,4.9,1
2015,1138108082,2013,조정기,39.5,1
2015,1138117844,2015,쇠퇴기,100.0,0
2015,1138120335,2014,성숙기,4.9,1
2015,1138123201,2015,성장기,0.0,0
2015,1138125757,2014,성장기,0.0,1
2015,1138126697,2015,성숙기,4.9,0
2015,1138129073,2012,도입기,81.4,0
2015,1138135589,2012,성숙기,4.9,1
2015,1138155227,2012,도입기,81.4,1
2015,1138165628,2015,조정기,39.5,0
2015,1138165666,2012,조정기,39.5,1
2015,1148192943,2015,성숙기,4.9,0
2015,1168100532,2015,조정기,39.5,0
2015,1168132785,2015,성장기,0.0,0
2015,1168172021,2015,조정기,39.5,0
2015,1178116702,2014,성숙기,4.9,0
2015,1178117259,2014,쇠퇴기,100.0,1
2015,1178144042,2015,성숙기,4.9,0
2015,1178152751,2015,도입기,81.4,0
2015,1198101336,2014,성숙기,4.9,1
2015,1198101622,2015,성숙기,4.9,0
2015,1198103993,2015,조정기,39.5,0
2015,1198104217,2015,쇠퇴기,100.0,0
2015,1198105797,2013,성장기,0.0,1
2015,1198106122,2015,도입기,81.4,0
2015,1198107494,2015,성장기,0.0,0
2015,1198108663,2015,성장기,0.0,0
2015,1198112584,2015,성장기,0.0,0
2015,1198113720,2015,성장기,0.0,0
2015,1198116085,2015,성숙기,4.9,0
2015,1198128655,2015,도입기,81.4,0
2015,1198131257,2015,성장기,0.0,0
2015,1198139661,2015,성숙기,4.9,0
2015,1198171040,2015,성숙기,4.9,0
2015,1198194378,2012,쇠퇴기,100.0,1
2015,1198685777,2015,도입기,81.4,0
2015,1208128432,2015,성숙기,4.9,0
2015,1208140590,2014,성숙기,4.9,0
2015,1208142676,2012,성숙기,4.9,1
2015,1208161407,2012,성숙기,4.9,1
2015,1208724194,2015,성숙기,4.9,1
2015,1208737480,2015,도입기,81.4,0
2015,1208749569,2014,도입기,81.4,1
2015,1208756037,2015,성숙기,4.9,0
2015,1208762602,2015,도입기,81.4,0
2015,1218110385,2015,성숙기,4.9,0
2015,1218127168,2012,쇠퇴기,100.0,0
2015,1218141592,2015,성숙기,4.9,0
2015,1218161619,2015,성숙기,4.9,1
2015,1218608021,2015,도입기,81.4,0
2015,1228100819,2015,성장기,0.0,0
2015,1228100857,2015,조정기,39.5,0
2015,1228123388,2012,성숙기,4.9,0
2015,1228130161,2015,성숙기,4.9,0
2015,1228158252,2015,성장기,0.0,0
2015,1228178317,2015,쇠퇴기,100.0,0
2015,1228183237,2015,조정기,39.5,0
2015,1228600793,2015,성장기,0.0,0
2015,1238101882,2015,성장기,0.0,1
2015,1238137885,2015,성숙기,4.9,0
2015,1238144839,2015,쇠퇴기,100.0,1
2015,1238155578,2015,성숙기,4.9,0
2015,1238169280,2015,쇠퇴기,100.0,0
2015,1238198131,2015,성장기,0.0,0
2015,1248104524,2015,성숙기,4.9,0
2015,1248112704,2012,성숙기,4.9,1
2015,1248130129,2014,도입기,81.4,1
2015,1248132428,2014,조정기,39.5,1
2015,1248133499,2015,성숙기,4.9,0
2015,1248136822,2015,성장기,0.0,0
2015,1248139187,2015,성숙기,4.9,0
2015,1248144716,2015,조정기,39.5,0
2015,1248152399,2015,성숙기,4.9,0
2015,1248153985,2015,성장기,0.0,0
2015,1248172911,2015,성장기,0.0,0
2015,1248189367,2015,성숙기,4.9,0
2015,1248197848,2015,쇠퇴기,100.0,0
2015,1248628031,2015,성숙기,4.9,0
2015,1248628104,2014,성숙기,4.9,1
2015,1248645312,2015,성장기,0.0,0
2015,1248648172,2015,도입기,81.4,0
2015,1248657671,2015,성숙기,4.9,0
