기준연도,사업자등록번호,회계년도,생애주기_최종,생애주기_점수,부실라벨_ICR3년
2015,1018102940,2015,조정기,25.5,0
2015,1018109147,2015,성장기,0.0,0
2015,1018116406,2015,성장기,0.0,0
2015,1018118928,2013,조정기,25.5,0
2015,1018684739,2015,성숙기,1.6,0
2015,1028129767,2015,도입기,61.9,0
2015,1048115560,2015,성장기,0.0,0
2015,1048125409,2015,도입기,61.9,0
2015,1048127654,2012,도입기,61.9,1
2015,1048157667,2015,도입기,61.9,0
2015,1048625573,2015,성장기,0.0,0
2015,1048634581,2013,쇠퇴기,100.0,1
2015,1058132752,2015,성숙기,1.6,0
2015,1058179567,2015,성숙기,1.6,0
2015,1058738331,2015,성숙기,1.6,0
2015,1068112972,2015,성장기,0.0,0
2015,1068669145,2015,성장기,0.0,0
2015,1078121644,2015,조정기,25.5,0
2015,1078149583,2015,도입기,61.9,1
2015,1078153210,2015,성숙기,1.6,0
2015,1078156352,2015,성장기,0.0,0
2015,1078156459,2015,성장기,0.0,0
2015,1078162174,2015,성장기,0.0,0
2015,1078619385,2015,조정기,25.5,0
2015,1078656696,2013,도입기,61.9,1
2015,1078730882,2015,성장기,0.0,0
2015,1078732411,2015,성장기,0.0,0
2015,1078733730,2015,쇠퇴기,100.0,0
2015,1078735359,2015,성숙기,1.6,0
2015,1078749135,2013,도입기,61.9,1
2015,1088150292,2015,도입기,61.9,0
2015,1098160639,2015,성숙기,1.6,0
2015,1098607361,2012,도입기,61.9,1
2015,1108142397,2015,성장기,0.0,0
2015,1118118658,2015,성숙기,1.6,0
2015,1138108627,2015,성장기,0.0,0
2015,1138116016,2015,성장기,0.0,0
2015,1138154908,2015,쇠퇴기,100.0,0
2015,1138155116,2012,성장기,0.0,1
2015,1138609562,2014,성숙기,1.6,1
2015,1148640800,2015,성장기,0.0,0
2015,1168108325,2015,성숙기,1.6,0
2015,1168167305,2015,성숙기,1.6,0
2015,1178103361,2015,성숙기,1.6,0
2015,1178117619,2015,성숙기,1.6,0
2015,1178132037,2015,성숙기,1.6,0
2015,1188109577,2014,조정기,25.5,1
2015,1188116404,2015,성장기,0.0,0
2015,1198101490,2015,도입기,61.9,0
2015,1198102316,2015,성장기,0.0,0
2015,1198102499,2014,성숙기,1.6,1
2015,1198117099,2014,성장기,0.0,1
2015,1198121822,2015,성장기,0.0,0
2015,1198125774,2012,성장기,0.0,1
2015,1198128882,2015,성숙기,1.6,0
2015,1198132028,2015,성장기,0.0,0
2015,1208152780,2015,성장기,0.0,0
2015,1208156302,2015,성숙기,1.6,0
2015,1208165136,2015,성숙기,1.6,0
2015,1208168604,2015,도입기,61.9,0
2015,1208190751,2015,쇠퇴기,100.0,0
2015,1208604468,2015,성숙기,1.6,0
2015,1208618773,2015,성숙기,1.6,1
2015,1208694621,2015,성숙기,1.6,0
2015,1208714323,2015,쇠퇴기,100.0,0
2015,1208724549,2015,도입기,61.9,0
2015,1218159656,2015,성숙기,1.6,0
2015,1218175132,2015,성장기,0.0,0
2015,1218194783,2015,성장기,0.0,0
2015,1218606789,2014,도입기,61.9,1
2015,1228123641,2014,성장기,0.0,0
2015,1228130157,2015,성장기,0.0,0
2015,1228133436,2015,성숙기,1.6,0
2015,1228148017,2015,성장기,0.0,0
2015,1228166617,2015,성숙기,1.6,0
2015,1228174024,2012,성숙기,1.6,1
2015,1228174534,2015,도입기,61.9,0
2015,1228179747,2015,성숙기,1.6,0
2015,1228198934,2014,조정기,25.5,0
2015,1228631199,2015,성숙기,1.6,0
2015,1228642186,2015,성숙기,1.6,0
2015,1238100262,2012,성숙기,1.6,1
2015,1238100637,2015,성장기,0.0,0
2015,1238102770,2015,조정기,25.5,0
2015,1238120157,2015,도입기,61.9,0
2015,1238121568,2015,성장기,0.0,0
2015,1238122214,2015,성장기,0.0,0
2015,1238133050,2015,성장기,0.0,0
2015,1238136339,2015,성숙기,1.6,0
2015,1238143830,2015,성장기,0.0,0
2015,1238147234,2013,도입기,61.9,1
2015,1238150345,2015,성장기,0.0,0
2015,1238158221,2012,성숙기,1.6,1
2015,1238606257,2015,성장기,0.0,0
2015,1238624430,2015,성장기,0.0,0
2015,1248118955,2015,조정기,25.5,0
2015,1248119046,2015,조정기,25.5,0
2015,1248129622,2015,성숙기,1.6,0
2015,1248133223,2015,성숙기,1.6,0
2015,1248135600,2015,성장기,0.0,0
2015,1248138738,2012,성장기,0.0,0
2015,1248141873,2013,쇠퇴기,100.0,1
2015,1248142789,2015,성숙기,1.6,0
2015,1248144749,2015,성숙기,1.6,0
2015,1248149384,2015,쇠퇴기,100.0,0
2015,1248149517,2015,성숙기,1.6,0
2015,1248150412,2012,쇠퇴기,100.0,1
2015,1248160943,2012,도입기,61.9,1
2015,1248166627,2015,성숙기,1.6,0
2015,1248175960,2015,도입기,61.9,0
2015,1248180537,2012,도입기,61.9,1
